title,n_enrolled_normalised,ratings_normalised,"ratio(n_rating,n_enrolled)",id
"TESOL Certificate, Part 2: Teach English Now!",0.0096558273719388,0.0956521739130437,0.0803393382228681,215
Entrepreneurship: Growing Your Business,0.0086728499817241,0.0521739130434783,0.0407149576669802,216
Machine Learning with Python,0.1372036708265887,0.0086956521739132,0.0364997359745393,217
Capstone: Applying Project Management in the Real World,0.0900050911179572,0.0521739130434783,0.0284564342434461,218
Leading People and Teams,0.0459714897394391,0.0086956521739132,0.0444258291685597,219
Generative AI: Introduction and Applications,0.0103450864184637,-0.0347826086956522,0.011199091453989,220
UCI Project Management,0.0005427262283953,0.0086956521739132,0.1665664461815995,221
Project Launch,0.000512701686596,0.0086956521739132,0.1521323997453851,222
"Assets, Threats, and Vulnerabilities",0.0418532322071954,0.0521739130434783,0.0145502748645171,223
Introduction to Healthcare,0.0145113179468435,0.0521739130434783,0.0192735859664904,224
Databases and SQL for Data Science with Python,0.1413637016343794,-0.0347826086956522,0.0445769586827992,225
Python 3 Programming,0.0744732651036499,0.0086956521739132,0.0739577033979263,226
TensorFlow: Advanced Techniques,0.0095517205367865,0.0521739130434783,0.0455787891212245,227
Financial Engineering and Risk Management,0.0069908229335282,-0.0782608695652172,0.0110639092479342,228
Think like a CFO,0.0052699597932222,0.0521739130434783,0.0387044835273718,229
Human Resource Management: HR for People Managers,0.0605487311367552,0.0521739130434783,0.0628789797931343,230
Meta Marketing Analytics,0.0041257636676935,0.0521739130434783,0.1542477456098718,231
AI for Good,0.0028575531303848,0.0521739130434783,0.0230698949291914,232
"HTML, CSS, and Javascript for Web Developers",0.0,0.0086956521739132,0.0,233
Share Data Through the Art of Visualization,0.1621729935773589,-0.0347826086956522,0.0167872753177548,234
Risk Management,0.0063981645867056,-0.0347826086956522,0.0297883193062994,235
Google Project Management,0.0032211111691295,-0.0347826086956522,0.0185410334346504,236
From Likes to Leads: Interact with Customers Online,0.0491638817816302,0.0521739130434783,0.0170731383508357,237
Accelerated Computer Science Fundamentals,0.0145126233617043,0.0086956521739132,0.0552519732847601,238
AI Fundamentals for Non-Data Scientists,0.0077300140984804,0.0521739130434783,0.0130879000253314,239
Preparation for CompTIA A+ Certification,0.0005714453553339,-0.0347826086956522,0.0205596801827527,240
Preparing  Data for Analysis with Microsoft Excel,0.0376592606130228,0.0086956521739132,0.0138308750888261,241
Stanford Introduction to Food and Health,0.0,0.0086956521739132,0.0,242
Foundations of Data Science,0.0382793326719231,0.0086956521739132,0.0145787508312445,243
Global Procurement and Sourcing,0.0087635763145527,0.0086956521739132,0.0593229806725505,244
Artificial Intelligence in Marketing,0.0,-0.0782608695652172,0.0,245
Unilever Supply Chain Data Analyst,0.0010737037230431,-0.0347826086956522,0.00790273556231,246
System Administration and IT Infrastructure Services,0.1395315518771865,0.0086956521739132,0.0570463598154121,247
Introduction to Machine Learning in Production,0.0347687457574017,0.0521739130434783,0.0264133587392173,248
Private Equity and Venture Capital,0.0,0.0521739130434783,0.0,249
Management of Fashion and Luxury Companies,0.0,0.0086956521739132,0.0,250
Geographic Information Systems  (GIS),0.0022596731241188,0.0521739130434783,0.5,251
Agile Development,0.0113610255339146,0.0086956521739132,0.0804607606572446,252
Convolutional Neural Networks,0.162146885280142,0.0956521739130437,0.0846483000700421,253
Build Wireframes and Low-Fidelity Prototypes,0.0925111612970602,0.0956521739130437,0.0290966560717397,254
Introduction to Social Media Marketing,0.1398755286930186,0.0521739130434783,0.0305552250228067,255
Mergers and Acquisitions,0.0037347919168711,-0.0347826086956522,0.0166025865082139,256
Drug Development Product Management,0.0139287765651924,-0.0347826086956522,0.0523430178069353,257
Introduction to Cloud Computing,0.0964029293509477,-0.0347826086956522,0.0186395119738383,258
Principles of Management,0.0,0.0086956521739132,0.0,259
Career Success,0.0659149652759647,-0.0347826086956522,0.0715686177428778,260
Clinical Trials: Good Clinical Practice,0.0006112605085896,0.0086956521739132,0.0379071009076348,261
Generative AI: Prompt Engineering Basics,0.0073175030024541,0.0521739130434783,0.0103915796985103,262
Data Analysis with Python,0.1384487102501174,0.0086956521739132,0.0418335380183815,263
Sequence Models,0.1314967234086992,0.0521739130434783,0.0741523898870018,264
Project Management,0.0055388752545558,0.0086956521739132,0.02987273155786,265
Foundations of Business Intelligence,0.0270419951960733,0.0086956521739132,0.0114287783154922,266
The Business of Health Care,0.00654437105112,-0.0347826086956522,0.0660250336607988,267
Clinical Trials Operations,0.003602945015926,0.0521739130434783,0.023731884057971,268
Modern and Contemporary Art and Design,0.017645619027727,0.0521739130434783,0.0452754813294124,269
Soporte de Tecnologías de la Información de Google,0.0323759203174768,0.0956521739130437,0.1388034877274331,270
Cybersecurity Fundamentals,0.0,0.0521739130434783,0.0,271
Google Data Analytics Capstone: Complete a Case Study,0.1454672732494386,0.0521739130434783,0.0311216305652461,272
Creative Writing,0.0405589133726698,-0.0347826086956522,0.0407631216858841,273
Methods and Statistics in Social Sciences,0.0326556054514124,-0.0347826086956522,0.0408246886930103,274
Generative AI for Executives and Business Leaders,0.0,-0.0347826086956522,0.0,275
Sound the Alarm: Detection and Response,0.0368567568273197,0.0521739130434783,0.0126798600965156,276
"Influencing: Storytelling, Change Management and Governance",0.0113251266252415,0.0521739130434783,0.0394213589994813,277
IBM Mainframe Developer,0.0013014986162602,-0.0347826086956522,0.0544132397191574,278
Microsoft Azure Fundamentals AZ-900 Exam Prep,0.0250097906114563,-0.0347826086956522,0.0287861784586475,279
Structuring Machine Learning Projects,0.1483137303535063,0.0521739130434783,0.1092622624362701,280
MATLAB Programming for Engineers and Scientists,0.0272534724035298,0.0521739130434783,0.056245434623813,281
Business Value and Project Management,0.0017166205420082,0.0086956521739132,0.0260456273764258,282
Fundamentals of Quantitative Modeling,0.0713833481280351,-0.0347826086956522,0.0399167923924473,283
Automate Cybersecurity Tasks with Python,0.0381363897446608,0.0521739130434783,0.012040460053399,284
Managing Emotions in Times of Uncertainty & Stress,0.0,0.0521739130434783,0.0,285
Python Project for Data Science,0.0634255391363375,-0.0782608695652172,0.0203451576055077,286
Self-Driving Cars,0.0236900161871442,0.0086956521739132,0.0361206777793084,287
Robotics,0.0175950342018693,-0.1217391304347823,0.0566643172459843,288
"Brand Management: Aligning Business, Brand and Behaviour",0.0,0.0956521739130437,0.0,289
Google Professional Workspace Administrator,0.0099032034880685,0.0086956521739132,0.082748393475037,290
Applied Data Science with Python,0.1321259333716255,-0.0782608695652172,0.0640599720887725,291
Six Sigma Yellow Belt,0.0359331758132734,-0.0347826086956522,0.0655556060124426,292
Financial Analysis - Skills for Success,0.0041962560701791,0.0086956521739132,0.0164877897029086,293
(ISC)² Systems Security Certified Practitioner (SSCP),0.0030106130228186,0.0086956521739132,0.083360433604336,294
Project Management & Other Tools for Career Development,0.0301322385254033,0.0086956521739132,0.0660781977688725,295
Anatomy,0.0235447887838755,0.0521739130434783,0.0394621941922517,296
Natural Language Processing with Classification and Vector Spaces,0.0562966685812751,-0.0347826086956522,0.0247533361932035,297
Work Smarter with Microsoft Word,0.0292083311576419,0.0086956521739132,0.0133521044927876,298
Introduction to Cosmetic Science and Ingredients,0.0,-0.1217391304347823,0.0,299
Intellectual Property Law,0.0073667824134509,0.0521739130434783,0.0527621494706064,300
Conduct UX Research and Test Early Concepts,0.0735229230849563,0.0521739130434783,0.0220830411121862,301
UI / UX Design,0.0592345047256017,0.0086956521739132,0.0376355342031029,302
Google Project Management (PT),0.0114236854472351,0.0956521739130437,0.0598217346588961,303
IT Security: Defense against the digital dark arts,0.1260498799018328,0.0521739130434783,0.0567345955980395,304
Business Data Management and Communication,0.0009007362539815,0.0086956521739132,0.0184782608695652,305
Meta Marketing Science Certification Prep,0.0,0.0521739130434783,0.0,306
Introduction to Financial Accounting,0.1033594851443788,0.0086956521739132,0.0254175744371822,307
Organizational Analysis,0.0,-0.0347826086956522,0.0,308
Product Management Certification,0.0,-0.0347826086956522,0.0,309
Google Project Management (DE),0.0008537413189911,-0.1652173913043478,0.0206422018348623,310
Microsoft 365 Copilot: Personal Productivity for All,0.0,0.1391304347826088,0.0,311
English for Career Development,0.0,0.0521739130434783,0.0,312
Instructional Design Foundations and Applications,0.0,-0.2956521739130434,0.0,313
Data Science Methodology,0.0940251161819226,-0.0347826086956522,0.0691928026989878,314
Introduction to Systematic Review and Meta-Analysis,0.0,0.0521739130434783,0.0,315
Bayesian Statistics,0.0036035977233564,-0.0347826086956522,0.0253577250498098,316
Introduction to Marketing,0.1258142525194507,0.0521739130434783,0.0327665590184558,317
The DIY Musician,0.0060643047360451,0.0086956521739132,0.0240555376170487,318
Introduction to Front-End Development,0.1023569265312516,0.0521739130434783,0.0330859143343599,319
Get Started with Python,0.0222054331366508,0.0521739130434783,0.0135947443453212,320
Digital Transformation Using AI/ML with Google Cloud,0.0,0.0086956521739132,0.0,321
Branding: The Creative Journey,0.015162719962404,-0.0347826086956522,0.0217817093906717,322
Google Data Analytics,0.0027514881729413,-0.0782608695652172,0.0204009014351796,323
"Effective Communication: Writing, Design, and Presentation",0.0337981698083651,0.0521739130434783,0.0428531425315991,324
Machine Learning on Google Cloud,0.0300640305989243,-0.0782608695652172,0.0917923166270448,325
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",0.1200332228082084,0.0521739130434783,0.0522130173653687,326
Financial Management,0.0250042425982977,0.0086956521739132,0.0581985721184593,327
SAS Programmer,0.011542804553287,0.0521739130434783,0.0839152930532387,328
"GIS, Mapping, and Spatial Analysis",0.0155024541799383,0.0521739130434783,0.0486926866237211,329
Cybersecurity for Everyone,0.0,0.0086956521739132,0.0,330
Advanced Data Science with IBM,0.0147844760064748,-0.1652173913043478,0.0527791267493708,331
